Id,PostId,VoteTypeId,UserId,CreationDate,BountyAmount
"477930","102675","2","","2016-12-19 00:00:00",""
"477931","102676","2","","2016-12-19 00:00:00",""
"477932","102675","2","","2016-12-19 00:00:00",""
"477933","102679","2","","2016-12-19 00:00:00",""
"477934","102666","2","","2016-12-19 00:00:00",""
"477935","102679","2","","2016-12-19 00:00:00",""
"477936","102680","2","","2016-12-19 00:00:00",""
"477937","102683","2","","2016-12-19 00:00:00",""
"477938","102674","2","","2016-12-19 00:00:00",""
"477939","102334","2","","2016-12-19 00:00:00",""
"477940","102684","2","","2016-12-19 00:00:00",""
"477941","102338","2","","2016-12-19 00:00:00",""
"477944","102681","2","","2016-12-19 00:00:00",""
"477946","102676","2","","2016-12-19 00:00:00",""
"477947","102649","2","","2016-12-19 00:00:00",""
"477948","102655","2","","2016-12-19 00:00:00",""
"477949","102659","2","","2016-12-19 00:00:00",""
"477952","102674","2","","2016-12-19 00:00:00",""
"477953","102679","3","","2016-12-19 00:00:00",""
"477954","102664","2","","2016-12-19 00:00:00",""
"477955","91992","2","","2016-12-19 00:00:00",""
"477956","102598","2","","2016-12-19 00:00:00",""
"477957","102130","5","95034","2016-12-19 00:00:00",""
"477958","102675","16","","2016-12-19 00:00:00",""
"477959","102675","2","","2016-12-19 00:00:00",""
"477960","102670","2","","2016-12-19 00:00:00",""
"477961","102676","2","","2016-12-19 00:00:00",""
"477962","102681","2","","2016-12-19 00:00:00",""
"477963","102674","2","","2016-12-19 00:00:00",""
"477964","102674","2","","2016-12-19 00:00:00",""
"477965","102664","2","","2016-12-19 00:00:00",""
"477966","76212","2","","2016-12-19 00:00:00",""
"477967","102682","2","","2016-12-19 00:00:00",""
"477968","102674","2","","2016-12-19 00:00:00",""
"477969","102676","2","","2016-12-19 00:00:00",""
"477970","102675","2","","2016-12-19 00:00:00",""
"477971","102664","2","","2016-12-19 00:00:00",""
"477972","102674","2","","2016-12-19 00:00:00",""
"477974","102689","2","","2016-12-19 00:00:00",""
"477975","102689","2","","2016-12-19 00:00:00",""
"477979","102690","2","","2016-12-19 00:00:00",""
"477980","102690","1","","2016-12-19 00:00:00",""
"477981","102684","2","","2016-12-19 00:00:00",""
"477982","102338","2","","2016-12-19 00:00:00",""
"477983","18095","2","","2016-12-19 00:00:00",""
"477984","102686","2","","2016-12-19 00:00:00",""
"477985","102577","16","","2016-12-19 00:00:00",""
"477986","102628","2","","2016-12-19 00:00:00",""
"477987","102668","2","","2016-12-19 00:00:00",""
"477988","102668","1","","2016-12-19 00:00:00",""
"477989","102674","2","","2016-12-19 00:00:00",""
"477990","102664","2","","2016-12-19 00:00:00",""
"477991","102674","2","","2016-12-19 00:00:00",""
"477992","102683","2","","2016-12-19 00:00:00",""
"477993","102676","2","","2016-12-19 00:00:00",""
"477994","15584","2","","2016-12-19 00:00:00",""
"477995","102697","2","","2016-12-19 00:00:00",""
"477996","102694","16","","2016-12-19 00:00:00",""
"477997","102664","2","","2016-12-19 00:00:00",""
"477998","102674","2","","2016-12-19 00:00:00",""
"477999","102688","2","","2016-12-19 00:00:00",""
"478000","102698","3","","2016-12-19 00:00:00",""
"478001","18095","2","","2016-12-19 00:00:00",""
"478002","84920","2","","2016-12-19 00:00:00",""
"478003","102675","2","","2016-12-19 00:00:00",""
"478004","102669","2","","2016-12-19 00:00:00",""
"478005","102676","2","","2016-12-19 00:00:00",""
"478006","102703","2","","2016-12-19 00:00:00",""
"478007","102694","2","","2016-12-19 00:00:00",""
"478008","102675","2","","2016-12-19 00:00:00",""
"478009","102690","2","","2016-12-19 00:00:00",""
"478010","102701","2","","2016-12-19 00:00:00",""
"478011","102699","2","","2016-12-19 00:00:00",""
"478012","48825","2","","2016-12-19 00:00:00",""
"478013","102709","2","","2016-12-19 00:00:00",""
"478014","56260","2","","2016-12-19 00:00:00",""
"478015","56260","5","67598","2016-12-19 00:00:00",""
"478016","78805","2","","2016-12-19 00:00:00",""
"478017","78805","5","67598","2016-12-19 00:00:00",""
"478018","78810","2","","2016-12-19 00:00:00",""
"478019","78813","2","","2016-12-19 00:00:00",""
"478020","102675","2","","2016-12-19 00:00:00",""
"478021","102675","5","7951","2016-12-19 00:00:00",""
"478022","35589","5","95046","2016-12-19 00:00:00",""
"478023","102707","2","","2016-12-19 00:00:00",""
"478024","3965","2","","2016-12-19 00:00:00",""
"478025","102702","3","","2016-12-19 00:00:00",""
"478026","100193","2","","2016-12-19 00:00:00",""
"478027","100193","5","149","2016-12-19 00:00:00",""
"478028","99201","2","","2016-12-19 00:00:00",""
"478029","99201","5","149","2016-12-19 00:00:00",""
"478030","102675","2","","2016-12-19 00:00:00",""
"478031","102664","2","","2016-12-19 00:00:00",""
"478032","102674","2","","2016-12-19 00:00:00",""
"478033","1382","2","","2016-12-19 00:00:00",""
"478034","1382","5","95048","2016-12-19 00:00:00",""
"478035","62427","2","","2016-12-19 00:00:00",""
"478036","62427","5","91974","2016-12-19 00:00:00",""
"478037","102715","2","","2016-12-19 00:00:00",""
"478038","18095","2","","2016-12-19 00:00:00",""
"478039","102684","2","","2016-12-19 00:00:00",""
"478040","102684","2","","2016-12-19 00:00:00",""
"478041","102715","2","","2016-12-19 00:00:00",""
"478042","92125","5","63137","2016-12-19 00:00:00",""
"478043","100843","2","","2016-12-19 00:00:00",""
"478044","101853","2","","2016-12-19 00:00:00",""
"478045","102683","2","","2016-12-19 00:00:00",""
"478046","18089","2","","2016-12-19 00:00:00",""
"478048","61345","5","95051","2016-12-19 00:00:00",""
"478049","102690","2","","2016-12-19 00:00:00",""
"478050","102593","2","","2016-12-19 00:00:00",""
"478051","102592","2","","2016-12-19 00:00:00",""
"478052","102589","2","","2016-12-19 00:00:00",""
"478053","102675","5","78849","2016-12-19 00:00:00",""
"478054","102675","2","","2016-12-19 00:00:00",""
"478055","102715","2","","2016-12-19 00:00:00",""
"478056","102693","10","","2016-12-19 00:00:00",""
"478057","102678","3","","2016-12-19 00:00:00",""
"478058","102667","10","","2016-12-19 00:00:00",""
"478059","102718","2","","2016-12-19 00:00:00",""
"478060","102684","2","","2016-12-19 00:00:00",""
"478061","102056","1","","2016-12-19 00:00:00",""
"478062","102709","2","","2016-12-19 00:00:00",""
"478063","102674","2","","2016-12-19 00:00:00",""
"478064","102679","2","","2016-12-19 00:00:00",""
"478065","102675","2","","2016-12-19 00:00:00",""
"478066","102690","2","","2016-12-19 00:00:00",""
"478068","102636","1","","2016-12-19 00:00:00",""
"478069","102711","2","","2016-12-19 00:00:00",""
"478070","102664","2","","2016-12-19 00:00:00",""
"478072","102715","2","","2016-12-19 00:00:00",""
"478073","102684","2","","2016-12-19 00:00:00",""
"478074","102724","2","","2016-12-19 00:00:00",""
"478075","102721","2","","2016-12-19 00:00:00",""
"478076","102690","3","","2016-12-19 00:00:00",""
"478077","102725","2","","2016-12-19 00:00:00",""
"478078","102709","2","","2016-12-19 00:00:00",""
"478079","1795","2","","2016-12-19 00:00:00",""
"478080","1795","5","16055","2016-12-19 00:00:00",""
"478081","50810","2","","2016-12-19 00:00:00",""
"478082","50808","2","","2016-12-19 00:00:00",""
"478083","102709","2","","2016-12-20 00:00:00",""
"478084","102690","2","","2016-12-20 00:00:00",""
"478085","102674","2","","2016-12-20 00:00:00",""
"478086","102714","2","","2016-12-20 00:00:00",""
"478087","84920","2","","2016-12-20 00:00:00",""
"478088","102682","2","","2016-12-20 00:00:00",""
"478089","102601","2","","2016-12-20 00:00:00",""
"478090","102029","2","","2016-12-20 00:00:00",""
"478091","102546","2","","2016-12-20 00:00:00",""
"478092","102674","2","","2016-12-20 00:00:00",""
"478093","5019","2","","2016-12-20 00:00:00",""
"478094","102668","2","","2016-12-20 00:00:00",""
"478095","39897","2","","2016-12-20 00:00:00",""
"478096","39906","2","","2016-12-20 00:00:00",""
"478097","93999","5","36130","2016-12-20 00:00:00",""
"478098","102727","2","","2016-12-20 00:00:00",""
"478099","102674","2","","2016-12-20 00:00:00",""
"478100","102664","2","","2016-12-20 00:00:00",""
"478101","102725","2","","2016-12-20 00:00:00",""
"478102","102717","2","","2016-12-20 00:00:00",""
"478103","18089","2","","2016-12-20 00:00:00",""
"478104","102386","2","","2016-12-20 00:00:00",""
"478105","102649","2","","2016-12-20 00:00:00",""
"478106","102649","5","84454","2016-12-20 00:00:00",""
"478108","102674","2","","2016-12-20 00:00:00",""
"478109","83552","2","","2016-12-20 00:00:00",""
"478110","102690","2","","2016-12-20 00:00:00",""
"478111","102675","2","","2016-12-20 00:00:00",""
"478112","102736","2","","2016-12-20 00:00:00",""
"478113","101771","2","","2016-12-20 00:00:00",""
"478114","102734","2","","2016-12-20 00:00:00",""
"478115","102674","2","","2016-12-20 00:00:00",""
"478116","102690","2","","2016-12-20 00:00:00",""
"478117","102676","2","","2016-12-20 00:00:00",""
"478118","42620","2","","2016-12-20 00:00:00",""
"478119","102674","2","","2016-12-20 00:00:00",""
"478120","54634","2","","2016-12-20 00:00:00",""
"478121","14483","5","66010","2016-12-20 00:00:00",""
"478122","102708","2","","2016-12-20 00:00:00",""
"478123","102743","2","","2016-12-20 00:00:00",""
"478124","102684","2","","2016-12-20 00:00:00",""
"478125","102664","2","","2016-12-20 00:00:00",""
"478126","102684","2","","2016-12-20 00:00:00",""
"478127","102675","2","","2016-12-20 00:00:00",""
"478128","21299","2","","2016-12-20 00:00:00",""
"478129","102724","1","","2016-12-20 00:00:00",""
"478130","102746","3","","2016-12-20 00:00:00",""
"478131","102702","10","","2016-12-20 00:00:00",""
"478132","102698","3","","2016-12-20 00:00:00",""
"478133","102483","2","","2016-12-20 00:00:00",""
"478135","68074","2","","2016-12-20 00:00:00",""
"478136","102681","2","","2016-12-20 00:00:00",""
"478137","102689","2","","2016-12-20 00:00:00",""
"478138","102690","2","","2016-12-20 00:00:00",""
"478139","102750","3","","2016-12-20 00:00:00",""
"478140","102750","3","","2016-12-20 00:00:00",""
"478141","102748","2","","2016-12-20 00:00:00",""
"478142","102750","10","","2016-12-20 00:00:00",""
"478143","102699","2","","2016-12-20 00:00:00",""
"478144","100893","2","","2016-12-20 00:00:00",""
"478145","102748","2","","2016-12-20 00:00:00",""
"478146","101814","2","","2016-12-20 00:00:00",""
"478147","100888","2","","2016-12-20 00:00:00",""
"478148","102664","2","","2016-12-20 00:00:00",""
"478149","102741","2","","2016-12-20 00:00:00",""
"478150","102674","2","","2016-12-20 00:00:00",""
"478151","102690","2","","2016-12-20 00:00:00",""
"478152","102117","2","","2016-12-20 00:00:00",""
"478153","102684","2","","2016-12-20 00:00:00",""
"478154","102679","3","","2016-12-20 00:00:00",""
"478155","102753","2","","2016-12-20 00:00:00",""
"478156","102746","2","","2016-12-20 00:00:00",""
"478157","100095","2","","2016-12-20 00:00:00",""
"478158","102649","2","","2016-12-20 00:00:00",""
"478159","75840","2","","2016-12-20 00:00:00",""
"478160","102755","2","","2016-12-20 00:00:00",""
"478161","102745","2","","2016-12-20 00:00:00",""
"478162","102756","2","","2016-12-20 00:00:00",""
"478163","95734","2","","2016-12-20 00:00:00",""
"478165","29942","3","","2016-12-20 00:00:00",""
"478166","102754","2","","2016-12-20 00:00:00",""
"478169","101990","2","","2016-12-20 00:00:00",""
"478170","102332","2","","2016-12-20 00:00:00",""
"478171","102186","2","","2016-12-20 00:00:00",""
"478172","102674","2","","2016-12-20 00:00:00",""
"478173","102698","3","","2016-12-20 00:00:00",""
"478174","102744","2","","2016-12-20 00:00:00",""
"478175","102689","2","","2016-12-20 00:00:00",""
"478176","100656","2","","2016-12-20 00:00:00",""
"478177","18089","5","62535","2016-12-20 00:00:00",""
"478178","18089","2","","2016-12-20 00:00:00",""
"478179","18095","2","","2016-12-20 00:00:00",""
"478180","102754","2","","2016-12-20 00:00:00",""
"478181","102754","1","","2016-12-20 00:00:00",""
"478182","102749","2","","2016-12-20 00:00:00",""
"478183","102753","2","","2016-12-20 00:00:00",""
"478184","102674","2","","2016-12-20 00:00:00",""
"478185","102753","2","","2016-12-20 00:00:00",""
"478186","100656","2","","2016-12-20 00:00:00",""
"478187","97726","2","","2016-12-20 00:00:00",""
"478188","102734","2","","2016-12-20 00:00:00",""
"478189","102637","2","","2016-12-20 00:00:00",""
"478190","102715","2","","2016-12-20 00:00:00",""
"478191","102694","2","","2016-12-20 00:00:00",""
"478192","84918","2","","2016-12-20 00:00:00",""
"478193","102684","2","","2016-12-20 00:00:00",""
"478194","102664","2","","2016-12-20 00:00:00",""
"478195","102690","16","","2016-12-20 00:00:00",""
"478196","102762","2","","2016-12-20 00:00:00",""
"478197","102763","5","84312","2016-12-20 00:00:00",""
"478198","102674","2","","2016-12-20 00:00:00",""
"478199","101990","2","","2016-12-20 00:00:00",""
"478200","37017","5","95080","2016-12-20 00:00:00",""
"478201","101944","5","95080","2016-12-20 00:00:00",""
"478202","102754","2","","2016-12-20 00:00:00",""
"478203","102753","2","","2016-12-20 00:00:00",""
"478204","18095","2","","2016-12-20 00:00:00",""
"478205","102734","2","","2016-12-20 00:00:00",""
"478206","57689","2","","2016-12-20 00:00:00",""
"478207","40446","2","","2016-12-20 00:00:00",""
"478208","102674","2","","2016-12-20 00:00:00",""
"478209","102679","2","","2016-12-20 00:00:00",""
"478210","3789","2","","2016-12-20 00:00:00",""
"478211","3788","2","","2016-12-20 00:00:00",""
"478212","3788","5","95083","2016-12-20 00:00:00",""
"478213","102762","2","","2016-12-20 00:00:00",""
"478214","102738","2","","2016-12-20 00:00:00",""
"478215","102762","2","","2016-12-20 00:00:00",""
"478216","102739","2","","2016-12-20 00:00:00",""
"478217","102699","2","","2016-12-20 00:00:00",""
"478218","102721","2","","2016-12-20 00:00:00",""
"478219","102516","2","","2016-12-20 00:00:00",""
"478220","102512","2","","2016-12-20 00:00:00",""
"478221","102765","3","","2016-12-20 00:00:00",""
"478222","102684","2","","2016-12-20 00:00:00",""
"478223","101720","2","","2016-12-20 00:00:00",""
"478224","102731","2","","2016-12-20 00:00:00",""
"478225","102738","16","","2016-12-20 00:00:00",""
"478226","102664","2","","2016-12-20 00:00:00",""
"478227","102754","2","","2016-12-20 00:00:00",""
"478228","102674","2","","2016-12-20 00:00:00",""
"478229","5214","2","","2016-12-20 00:00:00",""
"478230","102674","2","","2016-12-20 00:00:00",""
"478231","102682","2","","2016-12-20 00:00:00",""
"478232","102766","10","","2016-12-20 00:00:00",""
"478233","102664","2","","2016-12-20 00:00:00",""
"478234","18095","2","","2016-12-20 00:00:00",""
"478236","102738","2","","2016-12-20 00:00:00",""
"478237","101003","2","","2016-12-20 00:00:00",""
"478238","102674","2","","2016-12-20 00:00:00",""
"478239","102767","2","","2016-12-20 00:00:00",""
"478240","102768","5","32130","2016-12-20 00:00:00",""
"478241","102768","2","","2016-12-20 00:00:00",""
"478242","102770","2","","2016-12-20 00:00:00",""
"478243","102739","2","","2016-12-20 00:00:00",""
"478244","18089","2","","2016-12-20 00:00:00",""
"478245","57599","2","","2016-12-20 00:00:00",""
"478246","57600","2","","2016-12-20 00:00:00",""
"478247","57619","2","","2016-12-20 00:00:00",""
"478248","30093","2","","2016-12-20 00:00:00",""
"478249","102694","2","","2016-12-20 00:00:00",""
"478250","102707","2","","2016-12-20 00:00:00",""
"478251","23131","2","","2016-12-20 00:00:00",""
"478252","23134","2","","2016-12-20 00:00:00",""
"478253","26084","2","","2016-12-20 00:00:00",""
"478254","102748","2","","2016-12-20 00:00:00",""
"478255","102688","2","","2016-12-20 00:00:00",""
"478256","24705","2","","2016-12-20 00:00:00",""
"478257","24705","5","95091","2016-12-20 00:00:00",""
"478258","24746","2","","2016-12-20 00:00:00",""
"478259","102690","2","","2016-12-20 00:00:00",""
"478260","102674","2","","2016-12-20 00:00:00",""
"478261","57132","5","78849","2016-12-20 00:00:00",""
"478262","57132","2","","2016-12-20 00:00:00",""
"478263","102698","10","","2016-12-20 00:00:00",""
"478264","746","2","","2016-12-20 00:00:00",""
"478265","211","2","","2016-12-20 00:00:00",""
"478266","102664","2","","2016-12-20 00:00:00",""
"478267","102674","2","","2016-12-20 00:00:00",""
"478268","102684","2","","2016-12-20 00:00:00",""
"478269","102664","2","","2016-12-20 00:00:00",""
"478270","102684","2","","2016-12-20 00:00:00",""
"478271","102699","2","","2016-12-20 00:00:00",""
"478272","18089","2","","2016-12-20 00:00:00",""
"478273","102688","2","","2016-12-20 00:00:00",""
"478274","102674","2","","2016-12-20 00:00:00",""
"478275","102664","2","","2016-12-20 00:00:00",""
"478276","102708","2","","2016-12-20 00:00:00",""
"478277","102584","2","","2016-12-20 00:00:00",""
