Id,PostId,VoteTypeId,UserId,CreationDate,BountyAmount
"481696","103600","2","","2017-01-11 00:00:00",""
"481698","103600","3","","2017-01-11 00:00:00",""
"481699","103134","2","","2017-01-11 00:00:00",""
"481700","103523","2","","2017-01-11 00:00:00",""
"481701","98913","2","","2017-01-11 00:00:00",""
"481702","83129","2","","2017-01-11 00:00:00",""
"481703","103539","2","","2017-01-11 00:00:00",""
"481704","103562","2","","2017-01-11 00:00:00",""
"481705","103580","2","","2017-01-11 00:00:00",""
"481706","103558","2","","2017-01-11 00:00:00",""
"481707","103594","2","","2017-01-11 00:00:00",""
"481708","42396","2","","2017-01-11 00:00:00",""
"481709","3270","2","","2017-01-11 00:00:00",""
"481710","3271","2","","2017-01-11 00:00:00",""
"481711","21714","2","","2017-01-11 00:00:00",""
"481712","103594","2","","2017-01-11 00:00:00",""
"481713","103562","2","","2017-01-11 00:00:00",""
"481714","103562","2","","2017-01-11 00:00:00",""
"481715","103554","2","","2017-01-11 00:00:00",""
"481716","103552","2","","2017-01-11 00:00:00",""
"481717","103552","2","","2017-01-11 00:00:00",""
"481718","103604","1","","2017-01-11 00:00:00",""
"481719","103562","2","","2017-01-11 00:00:00",""
"481720","103554","2","","2017-01-11 00:00:00",""
"481721","1459","2","","2017-01-11 00:00:00",""
"481722","1459","5","95813","2017-01-11 00:00:00",""
"481723","74877","2","","2017-01-11 00:00:00",""
"481724","1804","2","","2017-01-11 00:00:00",""
"481725","1461","2","","2017-01-11 00:00:00",""
"481726","103552","2","","2017-01-11 00:00:00",""
"481727","103562","2","","2017-01-11 00:00:00",""
"481728","103554","2","","2017-01-11 00:00:00",""
"481729","103554","2","","2017-01-11 00:00:00",""
"481730","103562","2","","2017-01-11 00:00:00",""
"481731","103552","2","","2017-01-11 00:00:00",""
"481732","103552","2","","2017-01-12 00:00:00",""
"481733","41485","2","","2017-01-12 00:00:00",""
"481734","35781","2","","2017-01-12 00:00:00",""
"481735","35756","2","","2017-01-12 00:00:00",""
"481736","35753","2","","2017-01-12 00:00:00",""
"481737","103605","3","","2017-01-12 00:00:00",""
"481739","103561","2","","2017-01-12 00:00:00",""
"481740","103518","2","","2017-01-12 00:00:00",""
"481741","103539","2","","2017-01-12 00:00:00",""
"481742","103594","2","","2017-01-12 00:00:00",""
"481743","52338","2","","2017-01-12 00:00:00",""
"481744","71856","2","","2017-01-12 00:00:00",""
"481745","103562","2","","2017-01-12 00:00:00",""
"481746","103554","2","","2017-01-12 00:00:00",""
"481747","103562","2","","2017-01-12 00:00:00",""
"481748","103552","2","","2017-01-12 00:00:00",""
"481749","103554","2","","2017-01-12 00:00:00",""
"481750","103591","2","","2017-01-12 00:00:00",""
"481751","103588","2","","2017-01-12 00:00:00",""
"481752","72536","2","","2017-01-12 00:00:00",""
"481753","103552","2","","2017-01-12 00:00:00",""
"481754","103562","2","","2017-01-12 00:00:00",""
"481755","103552","2","","2017-01-12 00:00:00",""
"481756","103554","2","","2017-01-12 00:00:00",""
"481757","103558","2","","2017-01-12 00:00:00",""
"481758","103561","2","","2017-01-12 00:00:00",""
"481759","103594","2","","2017-01-12 00:00:00",""
"481760","103563","2","","2017-01-12 00:00:00",""
"481761","103558","2","","2017-01-12 00:00:00",""
"481762","103561","2","","2017-01-12 00:00:00",""
"481763","103359","2","","2017-01-12 00:00:00",""
"481764","103369","2","","2017-01-12 00:00:00",""
"481765","103562","2","","2017-01-12 00:00:00",""
"481766","103554","2","","2017-01-12 00:00:00",""
"481767","33453","3","","2017-01-12 00:00:00",""
"481768","103594","2","","2017-01-12 00:00:00",""
"481770","103583","3","","2017-01-12 00:00:00",""
"481771","103552","2","","2017-01-12 00:00:00",""
"481772","21714","2","","2017-01-12 00:00:00",""
"481773","103608","2","","2017-01-12 00:00:00",""
"481774","103554","2","","2017-01-12 00:00:00",""
"481775","103589","2","","2017-01-12 00:00:00",""
"481778","25030","2","","2017-01-12 00:00:00",""
"481779","25030","5","91465","2017-01-12 00:00:00",""
"481780","103552","15","","2017-01-12 00:00:00",""
"481781","103552","2","","2017-01-12 00:00:00",""
"481782","19226","2","","2017-01-12 00:00:00",""
"481783","103560","2","","2017-01-12 00:00:00",""
"481784","103563","2","","2017-01-12 00:00:00",""
"481785","103594","2","","2017-01-12 00:00:00",""
"481786","103609","2","","2017-01-12 00:00:00",""
"481787","103611","2","","2017-01-12 00:00:00",""
"481788","103562","2","","2017-01-12 00:00:00",""
"481789","103465","8","73430","2017-01-12 00:00:00","50"
"481790","103608","16","","2017-01-12 00:00:00",""
"481791","103552","15","","2017-01-12 00:00:00",""
"481792","103554","2","","2017-01-12 00:00:00",""
"481793","103558","2","","2017-01-12 00:00:00",""
"481794","103561","2","","2017-01-12 00:00:00",""
"481795","103594","2","","2017-01-12 00:00:00",""
"481796","103531","2","","2017-01-12 00:00:00",""
"481797","12930","2","","2017-01-12 00:00:00",""
"481798","103552","2","","2017-01-12 00:00:00",""
"481799","103554","2","","2017-01-12 00:00:00",""
"481800","103562","2","","2017-01-12 00:00:00",""
"481801","103558","2","","2017-01-12 00:00:00",""
"481802","103240","2","","2017-01-12 00:00:00",""
"481803","103615","2","","2017-01-12 00:00:00",""
"481804","103618","2","","2017-01-12 00:00:00",""
"481806","103618","2","","2017-01-12 00:00:00",""
"481807","42709","2","","2017-01-12 00:00:00",""
"481808","103618","2","","2017-01-12 00:00:00",""
"481809","103554","2","","2017-01-12 00:00:00",""
"481810","103612","2","","2017-01-12 00:00:00",""
"481811","51608","2","","2017-01-12 00:00:00",""
"481812","51608","5","35704","2017-01-12 00:00:00",""
"481813","103562","2","","2017-01-12 00:00:00",""
"481814","103554","2","","2017-01-12 00:00:00",""
"481815","103622","2","","2017-01-12 00:00:00",""
"481816","103163","2","","2017-01-12 00:00:00",""
"481817","103240","2","","2017-01-12 00:00:00",""
"481818","103618","2","","2017-01-12 00:00:00",""
"481819","103626","3","","2017-01-12 00:00:00",""
"481820","103626","12","","2017-01-12 00:00:00",""
"481821","103626","10","","2017-01-12 00:00:00",""
"481822","103611","2","","2017-01-12 00:00:00",""
"481823","103552","5","51126","2017-01-12 00:00:00",""
"481824","103618","2","","2017-01-12 00:00:00",""
"481825","103629","2","","2017-01-12 00:00:00",""
"481826","103563","3","","2017-01-12 00:00:00",""
"481827","103562","3","","2017-01-12 00:00:00",""
"481828","103631","2","","2017-01-12 00:00:00",""
"481829","103633","3","","2017-01-12 00:00:00",""
"481830","103624","2","","2017-01-12 00:00:00",""
"481831","103634","2","","2017-01-12 00:00:00",""
"481832","103552","2","","2017-01-12 00:00:00",""
"481833","103562","2","","2017-01-12 00:00:00",""
"481834","103631","2","","2017-01-12 00:00:00",""
"481835","103634","2","","2017-01-12 00:00:00",""
"481836","46106","2","","2017-01-12 00:00:00",""
"481837","12930","2","","2017-01-12 00:00:00",""
"481838","103164","2","","2017-01-12 00:00:00",""
"481839","103240","2","","2017-01-12 00:00:00",""
"481840","103465","2","","2017-01-12 00:00:00",""
"481841","103636","2","","2017-01-12 00:00:00",""
"481842","103552","2","","2017-01-12 00:00:00",""
"481843","103562","2","","2017-01-12 00:00:00",""
"481844","103634","2","","2017-01-12 00:00:00",""
"481845","103562","2","","2017-01-12 00:00:00",""
"481846","103561","2","","2017-01-12 00:00:00",""
"481847","103618","2","","2017-01-12 00:00:00",""
"481848","103577","2","","2017-01-12 00:00:00",""
"481849","103562","2","","2017-01-12 00:00:00",""
"481850","103552","2","","2017-01-12 00:00:00",""
"481851","103641","5","95833","2017-01-12 00:00:00",""
"481852","103562","2","","2017-01-12 00:00:00",""
"481853","103603","2","","2017-01-12 00:00:00",""
"481854","103630","2","","2017-01-12 00:00:00",""
"481856","103618","2","","2017-01-12 00:00:00",""
"481859","103523","2","","2017-01-12 00:00:00",""
"481860","103615","2","","2017-01-12 00:00:00",""
"481861","103644","2","","2017-01-12 00:00:00",""
"481862","103554","2","","2017-01-12 00:00:00",""
"481863","70283","2","","2017-01-12 00:00:00",""
"481864","103590","2","","2017-01-12 00:00:00",""
"481865","103591","2","","2017-01-12 00:00:00",""
"481866","103562","2","","2017-01-12 00:00:00",""
"481867","103642","2","","2017-01-12 00:00:00",""
"481868","103603","2","","2017-01-12 00:00:00",""
"481869","103636","2","","2017-01-12 00:00:00",""
"481870","103640","2","","2017-01-12 00:00:00",""
"481871","103552","2","","2017-01-12 00:00:00",""
"481872","103608","3","","2017-01-12 00:00:00",""
"481873","103618","2","","2017-01-12 00:00:00",""
"481874","103594","3","","2017-01-12 00:00:00",""
"481875","92606","5","67657","2017-01-12 00:00:00",""
"481876","103583","3","","2017-01-12 00:00:00",""
"481877","95524","2","","2017-01-12 00:00:00",""
"481878","12929","2","","2017-01-12 00:00:00",""
"481879","13145","2","","2017-01-12 00:00:00",""
"481880","103562","2","","2017-01-12 00:00:00",""
"481881","103634","2","","2017-01-12 00:00:00",""
"481882","103554","2","","2017-01-12 00:00:00",""
"481883","103635","2","","2017-01-12 00:00:00",""
"481884","103632","2","","2017-01-12 00:00:00",""
"481885","103631","2","","2017-01-12 00:00:00",""
"481886","103611","2","","2017-01-12 00:00:00",""
"481887","7064","2","","2017-01-12 00:00:00",""
"481888","7064","5","46063","2017-01-12 00:00:00",""
"481889","7068","2","","2017-01-12 00:00:00",""
"481890","103636","2","","2017-01-12 00:00:00",""
"481891","7096","2","","2017-01-12 00:00:00",""
"481892","103640","2","","2017-01-12 00:00:00",""
"481893","103465","2","","2017-01-12 00:00:00",""
"481894","103476","2","","2017-01-12 00:00:00",""
"481895","103636","2","","2017-01-12 00:00:00",""
"481896","103622","2","","2017-01-12 00:00:00",""
"481897","12929","2","","2017-01-12 00:00:00",""
"481898","12930","2","","2017-01-12 00:00:00",""
"481899","103558","2","","2017-01-12 00:00:00",""
"481900","103654","10","","2017-01-12 00:00:00",""
"481901","13450","2","","2017-01-12 00:00:00",""
"481902","103562","2","","2017-01-12 00:00:00",""
"481903","103656","2","","2017-01-12 00:00:00",""
"481904","103624","2","","2017-01-12 00:00:00",""
"481905","103618","2","","2017-01-12 00:00:00",""
"481906","103648","2","","2017-01-12 00:00:00",""
"481907","103562","2","","2017-01-12 00:00:00",""
"481908","103646","2","","2017-01-12 00:00:00",""
"481909","103647","10","","2017-01-12 00:00:00",""
"481910","103407","3","","2017-01-12 00:00:00",""
"481911","54721","5","21341","2017-01-12 00:00:00",""
"481912","4437","2","","2017-01-12 00:00:00",""
"481913","103562","2","","2017-01-12 00:00:00",""
"481914","103480","2","","2017-01-12 00:00:00",""
"481915","103562","2","","2017-01-12 00:00:00",""
"481916","103560","2","","2017-01-12 00:00:00",""
"481917","103629","2","","2017-01-12 00:00:00",""
"481918","103562","2","","2017-01-12 00:00:00",""
"481919","103552","5","61748","2017-01-12 00:00:00",""
"481922","103552","2","","2017-01-12 00:00:00",""
"481924","103562","2","","2017-01-12 00:00:00",""
"481925","19089","2","","2017-01-12 00:00:00",""
"481926","19100","2","","2017-01-12 00:00:00",""
"481927","7999","5","15743","2017-01-12 00:00:00",""
"481928","28176","2","","2017-01-12 00:00:00",""
"481929","103554","2","","2017-01-12 00:00:00",""
"481930","103562","2","","2017-01-12 00:00:00",""
"481931","103561","2","","2017-01-12 00:00:00",""
"481932","103618","2","","2017-01-12 00:00:00",""
"481933","103594","2","","2017-01-12 00:00:00",""
"481934","103562","2","","2017-01-12 00:00:00",""
"481935","22","2","","2017-01-12 00:00:00",""
"481936","103562","2","","2017-01-12 00:00:00",""
"481937","103656","2","","2017-01-12 00:00:00",""
"481938","103552","2","","2017-01-12 00:00:00",""
"481939","103562","2","","2017-01-12 00:00:00",""
"481940","103618","2","","2017-01-12 00:00:00",""
"481941","103660","2","","2017-01-12 00:00:00",""
"481942","103489","2","","2017-01-12 00:00:00",""
"481943","103562","2","","2017-01-12 00:00:00",""
"481944","103558","2","","2017-01-12 00:00:00",""
"481945","103561","2","","2017-01-12 00:00:00",""
"481946","103562","2","","2017-01-12 00:00:00",""
"481947","103552","2","","2017-01-12 00:00:00",""
"481948","103562","2","","2017-01-12 00:00:00",""
"481949","103593","3","","2017-01-12 00:00:00",""
"481950","103605","3","","2017-01-12 00:00:00",""
"481951","103583","3","","2017-01-12 00:00:00",""
"481952","103552","2","","2017-01-12 00:00:00",""
"481953","103562","2","","2017-01-12 00:00:00",""
"481954","103554","2","","2017-01-12 00:00:00",""
"481955","103561","2","","2017-01-12 00:00:00",""
"481956","103618","2","","2017-01-12 00:00:00",""
"481957","103661","1","","2017-01-12 00:00:00",""
"481958","103552","2","","2017-01-12 00:00:00",""
"481959","61000","2","","2017-01-12 00:00:00",""
"481960","60999","5","63426","2017-01-12 00:00:00",""
"481961","103652","2","","2017-01-13 00:00:00",""
"481962","103562","2","","2017-01-13 00:00:00",""
"481963","103554","2","","2017-01-13 00:00:00",""
"481964","103552","2","","2017-01-13 00:00:00",""
"481966","50944","5","95852","2017-01-13 00:00:00",""
"481967","19226","2","","2017-01-13 00:00:00",""
"481968","103562","2","","2017-01-13 00:00:00",""
"481969","103552","2","","2017-01-13 00:00:00",""
"481970","103662","2","","2017-01-13 00:00:00",""
"481971","103657","2","","2017-01-13 00:00:00",""
"481972","72227","3","","2017-01-13 00:00:00",""
"481973","101263","2","","2017-01-13 00:00:00",""
"481974","78995","2","","2017-01-13 00:00:00",""
"481975","53284","2","","2017-01-13 00:00:00",""
"481976","57550","2","","2017-01-13 00:00:00",""
"481977","95524","2","","2017-01-13 00:00:00",""
"481978","92606","2","","2017-01-13 00:00:00",""
"481979","12756","5","71496","2017-01-13 00:00:00",""
"481980","103551","2","","2017-01-13 00:00:00",""
"481981","103666","5","87503","2017-01-13 00:00:00",""
"481982","79343","2","","2017-01-13 00:00:00",""
"481983","79328","2","","2017-01-13 00:00:00",""
"481984","103562","2","","2017-01-13 00:00:00",""
"481985","103664","5","95240","2017-01-13 00:00:00",""
"481986","103662","2","","2017-01-13 00:00:00",""
"481987","103658","2","","2017-01-13 00:00:00",""
"481988","101106","1","","2017-01-13 00:00:00",""
"481989","103561","2","","2017-01-13 00:00:00",""
"481990","103668","2","","2017-01-13 00:00:00",""
"481991","103666","2","","2017-01-13 00:00:00",""
"481992","103562","2","","2017-01-13 00:00:00",""
"481993","103649","1","","2017-01-13 00:00:00",""
"481994","103561","2","","2017-01-13 00:00:00",""
"481995","103665","2","","2017-01-13 00:00:00",""
"481996","103662","2","","2017-01-13 00:00:00",""
"481997","103634","2","","2017-01-13 00:00:00",""
"481998","72227","2","","2017-01-13 00:00:00",""
"481999","72230","2","","2017-01-13 00:00:00",""
"482000","103598","1","","2017-01-13 00:00:00",""
"482001","103560","2","","2017-01-13 00:00:00",""
"482002","103629","2","","2017-01-13 00:00:00",""
"482003","85801","3","","2017-01-13 00:00:00",""
"482004","103558","2","","2017-01-13 00:00:00",""
"482005","21791","2","","2017-01-13 00:00:00",""
"482006","90336","2","","2017-01-13 00:00:00",""
"482008","48188","2","","2017-01-13 00:00:00",""
"482009","100711","2","","2017-01-13 00:00:00",""
"482010","103560","2","","2017-01-13 00:00:00",""
"482011","103562","2","","2017-01-13 00:00:00",""
"482012","103673","2","","2017-01-13 00:00:00",""
"482013","103650","2","","2017-01-13 00:00:00",""
"482014","103651","2","","2017-01-13 00:00:00",""
"482015","103679","2","","2017-01-13 00:00:00",""
"482016","103676","2","","2017-01-13 00:00:00",""
"482017","100713","2","","2017-01-13 00:00:00",""
"482018","43174","2","","2017-01-13 00:00:00",""
"482019","43174","5","91465","2017-01-13 00:00:00",""
"482020","101249","2","","2017-01-13 00:00:00",""
"482021","103562","2","","2017-01-13 00:00:00",""
"482022","103560","2","","2017-01-13 00:00:00",""
"482023","103622","2","","2017-01-13 00:00:00",""
"482024","101249","16","","2017-01-13 00:00:00",""
"482025","103618","2","","2017-01-13 00:00:00",""
"482026","103560","2","","2017-01-13 00:00:00",""
"482027","1084","2","","2017-01-13 00:00:00",""
"482028","103666","16","","2017-01-13 00:00:00",""
"482029","1081","2","","2017-01-13 00:00:00",""
"482030","33506","2","","2017-01-13 00:00:00",""
"482031","100713","2","","2017-01-13 00:00:00",""
"482032","100709","2","","2017-01-13 00:00:00",""
"482033","42245","5","42543","2017-01-13 00:00:00",""
"482034","103552","2","","2017-01-13 00:00:00",""
"482035","103562","2","","2017-01-13 00:00:00",""
"482036","103666","2","","2017-01-13 00:00:00",""
"482037","103562","2","","2017-01-13 00:00:00",""
"482038","103674","2","","2017-01-13 00:00:00",""
"482039","103669","2","","2017-01-13 00:00:00",""
"482040","103666","2","","2017-01-13 00:00:00",""
"482041","103665","2","","2017-01-13 00:00:00",""
"482042","103660","2","","2017-01-13 00:00:00",""
"482043","103657","2","","2017-01-13 00:00:00",""
"482044","103646","2","","2017-01-13 00:00:00",""
"482045","103648","2","","2017-01-13 00:00:00",""
"482047","103639","2","","2017-01-13 00:00:00",""
"482048","103638","2","","2017-01-13 00:00:00",""
"482049","103634","2","","2017-01-13 00:00:00",""
"482050","103631","2","","2017-01-13 00:00:00",""
"482051","103635","2","","2017-01-13 00:00:00",""
"482052","103625","2","","2017-01-13 00:00:00",""
"482053","103630","2","","2017-01-13 00:00:00",""
"482054","103554","2","","2017-01-13 00:00:00",""
"482055","103624","2","","2017-01-13 00:00:00",""
"482056","103656","2","","2017-01-13 00:00:00",""
"482057","103612","2","","2017-01-13 00:00:00",""
"482058","103615","2","","2017-01-13 00:00:00",""
"482059","103627","2","","2017-01-13 00:00:00",""
"482060","103620","2","","2017-01-13 00:00:00",""
"482061","7318","2","","2017-01-13 00:00:00",""
"482062","7323","2","","2017-01-13 00:00:00",""
"482063","103610","2","","2017-01-13 00:00:00",""
"482064","103611","2","","2017-01-13 00:00:00",""
"482065","103609","2","","2017-01-13 00:00:00",""
"482066","103600","2","","2017-01-13 00:00:00",""
"482067","103604","2","","2017-01-13 00:00:00",""
"482068","103588","2","","2017-01-13 00:00:00",""
"482069","103591","2","","2017-01-13 00:00:00",""
"482070","103603","2","","2017-01-13 00:00:00",""
"482071","103590","2","","2017-01-13 00:00:00",""
"482072","103580","2","","2017-01-13 00:00:00",""
"482073","103584","2","","2017-01-13 00:00:00",""
"482074","103582","2","","2017-01-13 00:00:00",""
"482075","103579","2","","2017-01-13 00:00:00",""
"482076","103578","2","","2017-01-13 00:00:00",""
"482080","103570","2","","2017-01-13 00:00:00",""
"482081","103552","2","","2017-01-13 00:00:00",""
"482082","103562","2","","2017-01-13 00:00:00",""
"482083","43015","5","95881","2017-01-13 00:00:00",""
"482084","103681","2","","2017-01-13 00:00:00",""
"482085","103674","2","","2017-01-13 00:00:00",""
"482086","103618","2","","2017-01-13 00:00:00",""
"482087","103677","2","","2017-01-13 00:00:00",""
"482088","103562","2","","2017-01-13 00:00:00",""
"482090","103666","2","","2017-01-13 00:00:00",""
"482092","103671","2","","2017-01-13 00:00:00",""
"482093","103681","2","","2017-01-13 00:00:00",""
"482094","103666","2","","2017-01-13 00:00:00",""
"482095","103679","2","","2017-01-13 00:00:00",""
"482096","103680","2","","2017-01-13 00:00:00",""
"482097","17403","2","","2017-01-13 00:00:00",""
"482098","103669","16","","2017-01-13 00:00:00",""
"482099","10128","2","","2017-01-13 00:00:00",""
"482100","10142","2","","2017-01-13 00:00:00",""
"482101","23925","5","94203","2017-01-13 00:00:00",""
"482102","103552","15","","2017-01-13 00:00:00",""
"482103","103552","2","","2017-01-13 00:00:00",""
"482104","103562","2","","2017-01-13 00:00:00",""
"482105","103563","2","","2017-01-13 00:00:00",""
"482106","103595","2","","2017-01-13 00:00:00",""
"482107","103688","2","","2017-01-13 00:00:00",""
"482108","103687","2","","2017-01-13 00:00:00",""
"482109","63195","2","","2017-01-13 00:00:00",""
"482110","103687","2","","2017-01-13 00:00:00",""
"482111","103689","2","","2017-01-13 00:00:00",""
"482112","103560","2","","2017-01-13 00:00:00",""
"482113","103689","2","","2017-01-13 00:00:00",""
"482114","103687","2","","2017-01-13 00:00:00",""
"482115","103666","2","","2017-01-13 00:00:00",""
"482116","103681","2","","2017-01-13 00:00:00",""
"482117","103671","2","","2017-01-13 00:00:00",""
"482118","12756","2","","2017-01-13 00:00:00",""
"482119","103531","2","","2017-01-13 00:00:00",""
"482120","103687","2","","2017-01-13 00:00:00",""
"482121","103689","2","","2017-01-13 00:00:00",""
"482122","24601","2","","2017-01-13 00:00:00",""
"482123","7195","2","","2017-01-13 00:00:00",""
"482124","103561","2","","2017-01-13 00:00:00",""
"482125","103552","2","","2017-01-13 00:00:00",""
"482126","103554","2","","2017-01-13 00:00:00",""
"482127","100709","2","","2017-01-13 00:00:00",""
"482128","100713","2","","2017-01-13 00:00:00",""
"482129","103689","2","","2017-01-13 00:00:00",""
"482130","103690","2","","2017-01-13 00:00:00",""
"482131","103554","2","","2017-01-13 00:00:00",""
"482132","18671","5","95889","2017-01-13 00:00:00",""
"482133","103688","3","","2017-01-13 00:00:00",""
"482134","103533","2","","2017-01-13 00:00:00",""
"482135","103562","2","","2017-01-13 00:00:00",""
"482136","103552","2","","2017-01-13 00:00:00",""
"482137","103562","2","","2017-01-13 00:00:00",""
"482138","103554","2","","2017-01-13 00:00:00",""
"482139","103561","2","","2017-01-13 00:00:00",""
"482140","61051","2","","2017-01-13 00:00:00",""
"482141","74644","2","","2017-01-13 00:00:00",""
"482142","74640","2","","2017-01-13 00:00:00",""
"482143","74640","5","10112","2017-01-13 00:00:00",""
"482144","103691","2","","2017-01-13 00:00:00",""
"482145","103692","2","","2017-01-13 00:00:00",""
"482146","103562","2","","2017-01-13 00:00:00",""
"482147","103554","2","","2017-01-13 00:00:00",""
"482148","103689","2","","2017-01-13 00:00:00",""
"482149","103689","2","","2017-01-13 00:00:00",""
"482150","103692","2","","2017-01-13 00:00:00",""
"482151","81965","2","","2017-01-13 00:00:00",""
"482152","81966","2","","2017-01-13 00:00:00",""
"482153","3330","2","","2017-01-13 00:00:00",""
"482154","71862","2","","2017-01-13 00:00:00",""
"482155","71862","5","92794","2017-01-13 00:00:00",""
"482156","71866","2","","2017-01-13 00:00:00",""
"482157","100713","2","","2017-01-13 00:00:00",""
"482158","103562","2","","2017-01-13 00:00:00",""
"482159","72230","2","","2017-01-13 00:00:00",""
"482160","103693","2","","2017-01-13 00:00:00",""
"482161","103552","2","","2017-01-13 00:00:00",""
"482162","103618","2","","2017-01-13 00:00:00",""
"482163","103558","2","","2017-01-13 00:00:00",""
"482164","103689","1","","2017-01-13 00:00:00",""
"482165","103557","2","","2017-01-13 00:00:00",""
"482166","103669","2","","2017-01-13 00:00:00",""
"482167","103690","2","","2017-01-13 00:00:00",""
"482168","103662","2","","2017-01-13 00:00:00",""
"482169","103570","2","","2017-01-13 00:00:00",""
"482171","103696","2","","2017-01-13 00:00:00",""
"482172","11663","2","","2017-01-13 00:00:00",""
"482173","103646","2","","2017-01-13 00:00:00",""
"482174","103562","2","","2017-01-13 00:00:00",""
"482175","103618","2","","2017-01-13 00:00:00",""
"482176","103562","2","","2017-01-13 00:00:00",""
"482177","103554","2","","2017-01-13 00:00:00",""
"482178","103700","2","","2017-01-13 00:00:00",""
"482179","103681","2","","2017-01-13 00:00:00",""
"482180","103671","2","","2017-01-13 00:00:00",""
"482181","103552","2","","2017-01-13 00:00:00",""
"482182","103554","2","","2017-01-13 00:00:00",""
"482183","103562","2","","2017-01-13 00:00:00",""
"482184","103684","2","","2017-01-13 00:00:00",""
"482185","103683","2","","2017-01-14 00:00:00",""
"482186","103552","2","","2017-01-14 00:00:00",""
"482187","103698","2","","2017-01-14 00:00:00",""
"482188","103578","2","","2017-01-14 00:00:00",""
"482189","103612","2","","2017-01-14 00:00:00",""
"482190","103552","5","95898","2017-01-14 00:00:00",""
"482191","103552","2","","2017-01-14 00:00:00",""
"482192","103692","2","","2017-01-14 00:00:00",""
"482193","103633","3","","2017-01-14 00:00:00",""
"482194","103627","2","","2017-01-14 00:00:00",""
"482195","103562","2","","2017-01-14 00:00:00",""
"482196","103562","2","","2017-01-14 00:00:00",""
"482197","103648","2","","2017-01-14 00:00:00",""
"482198","103558","2","","2017-01-14 00:00:00",""
"482199","103699","2","","2017-01-14 00:00:00",""
"482200","37548","2","","2017-01-14 00:00:00",""
"482202","15778","2","","2017-01-14 00:00:00",""
"482203","14818","2","","2017-01-14 00:00:00",""
"482204","35175","2","","2017-01-14 00:00:00",""
"482205","103688","2","","2017-01-14 00:00:00",""
"482206","103605","2","","2017-01-14 00:00:00",""
"482207","103583","2","","2017-01-14 00:00:00",""
"482208","103703","10","","2017-01-14 00:00:00",""
"482209","49857","16","","2017-01-14 00:00:00",""
"482210","103704","16","","2017-01-14 00:00:00",""
"482211","81965","2","","2017-01-14 00:00:00",""
"482212","103657","2","","2017-01-14 00:00:00",""
"482213","103552","2","","2017-01-14 00:00:00",""
"482214","103594","2","","2017-01-14 00:00:00",""
"482215","103706","2","","2016-11-30 00:00:00",""
"482216","103618","2","","2017-01-14 00:00:00",""
"482217","35793","2","","2017-01-14 00:00:00",""
"482219","76154","2","","2017-01-14 00:00:00",""
"482220","78995","2","","2017-01-14 00:00:00",""
"482221","99171","2","","2017-01-14 00:00:00",""
"482222","103560","2","","2017-01-14 00:00:00",""
"482223","103622","2","","2017-01-14 00:00:00",""
"482224","103709","2","","2017-01-14 00:00:00",""
"482225","103704","2","","2017-01-14 00:00:00",""
"482226","103704","5","11800","2017-01-14 00:00:00",""
"482227","100062","2","","2017-01-14 00:00:00",""
"482228","103558","2","","2017-01-14 00:00:00",""
"482229","103563","2","","2017-01-14 00:00:00",""
"482230","103707","2","","2017-01-14 00:00:00",""
"482231","87904","2","","2017-01-14 00:00:00",""
"482232","87893","2","","2017-01-14 00:00:00",""
"482233","71779","2","","2017-01-14 00:00:00",""
"482234","75890","2","","2017-01-14 00:00:00",""
"482235","75890","5","95217","2017-01-14 00:00:00",""
"482236","42199","2","","2017-01-14 00:00:00",""
"482237","103681","2","","2017-01-14 00:00:00",""
"482238","103671","2","","2017-01-14 00:00:00",""
"482239","103702","2","","2017-01-14 00:00:00",""
"482240","95064","5","59831","2017-01-14 00:00:00",""
"482241","89461","5","59831","2017-01-14 00:00:00",""
"482242","75032","2","","2017-01-14 00:00:00",""
"482243","74777","2","","2017-01-14 00:00:00",""
"482244","52832","5","95913","2017-01-14 00:00:00",""
"482245","103713","3","","2017-01-14 00:00:00",""
"482246","103666","3","","2017-01-14 00:00:00",""
"482247","103695","2","","2017-01-14 00:00:00",""
"482248","10256","5","4749","2017-01-14 00:00:00",""
"482249","36207","2","","2017-01-14 00:00:00",""
"482250","36223","2","","2017-01-14 00:00:00",""
"482251","36213","2","","2017-01-14 00:00:00",""
"482252","36240","2","","2017-01-14 00:00:00",""
"482253","103562","2","","2017-01-14 00:00:00",""
"482254","103554","2","","2017-01-14 00:00:00",""
"482255","103667","3","","2017-01-14 00:00:00",""
"482256","103698","2","","2017-01-14 00:00:00",""
"482257","103688","3","","2017-01-14 00:00:00",""
"482258","103683","2","","2017-01-15 00:00:00",""
"482259","103562","2","","2017-01-15 00:00:00",""
"482260","67181","2","","2017-01-15 00:00:00",""
"482261","103554","2","","2017-01-15 00:00:00",""
"482262","103595","2","","2017-01-15 00:00:00",""
"482263","103696","2","","2017-01-15 00:00:00",""
"482264","103552","2","","2017-01-15 00:00:00",""
"482265","103716","2","","2017-01-15 00:00:00",""
"482266","22147","2","","2017-01-15 00:00:00",""
"482267","22147","5","79297","2017-01-15 00:00:00",""
"482268","103724","2","","2017-01-15 00:00:00",""
"482269","103700","2","","2017-01-15 00:00:00",""
"482270","103712","16","","2017-01-15 00:00:00",""
"482271","103562","2","","2017-01-15 00:00:00",""
"482272","103681","2","","2017-01-15 00:00:00",""
"482273","103554","2","","2017-01-15 00:00:00",""
"482274","103562","2","","2017-01-15 00:00:00",""
